250,251
7,192
117,118
1,230
46,247
251,251
229,229
1,251
77,192
117,118
231,230
6,248
51,251
232,232
251,251
8,193
117,117
230,230
248,249
1,251
33,232
251,251
194,205
117,117
230,230
248,250
1,252
33,232
251,251
194,204
120,119
1,231
49,250
252,251
233,233
1,251
93,203
122,121
231,231
249,249
2,252
35,234
251,251
194,204
121,121
231,231
249,248
2,251
34,234
251,251
195,205
118,119
32,232
251,249
251,249
4,236
51,251
194,205
117,116
0,230
51,252
250,250
235,235
1,251
81,196
117,116
1,230
52,252
251,250
235,236
1,251
83,198
118,117
1,230
51,251
251,251
235,237
1,251
83,199
118,117
229,230
1,251
51,251
235,238
251,251
2,197
117,116
29,230
252,252
251,251
6,238
51,251
195,205
116,115
30,230
251,252
252,251
7,238
51,251
195,205
117,116
230,230
252,251
2,251
36,236
251,251
204,212
119,118
0,230
51,252
252,252
235,235
1,251
80,194
121,118
231,232
2,250
52,252
237,235
250,249
1,196
119,117
9,231
50,249
251,251
238,235
1,250
81,196
115,115
231,231
249,250
1,251
38,235
250,249
197,205
114,114
232,231
2,251
51,251
239,237
250,250
2,198
116,116
233,233
2,251
49,250
241,240
250,250
3,198
117,116
1,233
52,252
249,250
241,240
0,250
84,199
116,115
0,232
52,253
250,251
238,238
0,250
85,199
114,113
230,232
252,252
8,249
37,237
250,250
185,199
112,115
29,232
250,251
247,249
8,237
50,251
185,199
115,117
0,232
51,251
248,249
238,236
0,251
86,200
117,117
30,231
251,252
247,248
1,240
50,250
186,200
117,116
229,230
251,251
6,246
43,242
250,251
186,200
116,116
29,230
251,251
246,246
5,243
50,251
188,201
116,116
230,229
1,251
48,251
241,238
251,250
1,208
116,116
232,231
252,252
7,247
45,242
251,251
200,207
117,117
232,231
252,252
5,244
46,242
251,251
199,207
116,117
0,230
52,251
244,246
250,247
2,251
71,187
117,117
30,230
251,251
244,246
8,249
51,251
172,187
117,117
230,231
252,252
5,246
49,245
250,251
187,200
117,117
31,231
252,253
247,246
8,245
50,251
187,201
117,116
1,231
52,251
246,246
242,236
1,251
1,209
117,117
0,230
51,251
245,246
235,230
1,250
9,216
117,117
229,229
252,251
5,244
40,234
251,251
209,215
116,116
228,227
3,252
44,243
239,235
251,251
6,211
118,117
31,229
252,253
246,247
3,238
51,251
207,211
116,116
1,229
51,252
244,245
238,236
1,251
7,212
115,114
230,229
252,253
5,244
39,238
251,251
208,212
115,112
231,230
252,252
6,245
41,239
251,251
197,207
116,112
3,233
51,251
244,245
240,239
1,251
86,199
116,111
2,232
51,251
245,245
239,237
1,251
90,201
115,111
230,230
251,252
6,246
37,236
251,251
204,210
113,110
230,230
250,250
5,245
36,237
251,251
206,212
116,113
1,231
51,251
246,246
233,236
1,250
6,211
115,113
1,231
52,252
245,245
232,235
1,250
7,212
114,113
230,230
252,252
3,244
28,230
251,250
207,212
114,113
230,229
1,252
44,245
231,235
250,249
8,212
114,114
231,229
1,251
43,243
231,236
250,249
9,213
114,113
32,232
251,252
240,240
7,230
51,250
210,214
113,112
230,231
252,251
9,238
27,227
250,251
199,210
112,112
30,231
251,251
237,238
7,229
51,250
210,213
114,114
8,229
52,252
241,240
232,233
0,251
0,209
115,115
8,229
52,252
240,239
233,234
0,251
0,209
118,117
30,231
252,253
237,236
5,236
51,251
214,216
114,114
232,231
253,253
7,236
36,238
251,251
217,224
109,110
32,231
253,253
236,236
7,238
51,251
218,225
111,111
1,230
53,253
236,237
238,239
1,251
19,226
114,114
31,231
252,253
237,236
6,237
50,251
213,220
111,112
231,231
2,252
38,236
235,236
250,251
1,218
115,114
2,230
52,252
236,236
235,234
0,251
15,219
114,114
32,231
252,252
237,237
2,234
50,250
214,218
113,113
232,231
251,251
0,239
33,235
250,250
214,218
113,114
232,230
251,251
1,240
35,237
250,251
214,217
115,115
31,229
250,250
240,239
7,239
50,252
213,217
116,116
230,229
248,247
9,239
40,241
250,252
214,217
117,117
9,228
44,243
238,238
241,239
0,251
14,217
117,117
228,228
1,241
38,237
241,239
250,250
3,217
116,116
29,229
239,238
237,239
2,241
48,249
214,218
116,115
28,228
242,240
237,238
1,240
50,250
214,217
115,113
229,230
4,243
38,238
240,239
251,250
3,216
113,112
28,230
246,245
239,238
0,240
51,251
213,217
111,111
27,228
247,247
239,238
9,240
50,250
205,213
110,110
228,228
248,248
7,238
39,240
250,250
204,213
111,111
228,228
249,250
7,237
39,240
250,250
204,213
113,112
28,227
251,252
237,238
9,240
50,251
205,213
110,110
8,227
52,252
238,236
238,241
1,251
98,207
112,112
29,229
252,252
236,237
8,240
51,251
207,213
113,112
29,229
252,252
237,237
9,237
51,251
212,220
112,112
29,229
252,252
236,235
7,238
50,251
207,212
111,111
8,228
52,252
236,235
236,238
9,250
1,208
110,110
9,228
53,253
235,234
236,238
9,250
3,210
110,110
8,227
53,253
233,234
237,239
0,251
12,216
111,111
225,226
252,253
3,235
37,239
251,251
216,223
111,112
226,228
3,253
32,233
238,239
250,250
1,217
110,110
27,228
253,253
234,234
7,239
50,251
214,220
109,108
9,230
53,253
236,233
239,239
1,251
15,220
109,108
231,232
253,253
8,236
38,239
251,251
214,220
111,111
232,232
253,253
7,236
40,239
250,250
214,220
114,114
232,232
3,253
37,237
240,239
250,250
0,214
114,115
30,231
253,253
237,238
0,240
50,250
211,215
113,114
29,230
253,253
235,235
0,240
51,250
213,217
112,110
228,228
3,253
38,236
240,240
250,251
3,218
106,109
27,228
253,253
234,233
0,239
51,250
224,228
111,112
227,228
253,253
6,234
40,240
251,250
224,229
114,114
230,228
253,253
8,238
40,240
250,250
212,218
107,112
231,229
253,253
9,239
40,240
250,250
215,220
109,111
32,230
253,253
239,238
0,239
50,250
216,221
115,111
32,231
252,253
239,239
0,239
50,250
216,221
110,108
233,231
252,252
0,240
41,240
250,250
216,222
106,107
232,232
252,253
0,238
42,241
252,250
216,220
108,109
1,231
52,252
238,237
241,240
0,250
16,221
111,111
1,231
51,252
237,236
240,239
9,250
15,221
112,111
31,231
250,251
237,236
1,240
49,250
214,220
111,108
231,231
9,250
38,238
239,238
250,250
5,220
112,108
231,231
9,249
38,239
239,239
250,250
7,221
111,108
230,231
248,249
9,239
39,240
251,250
216,220
109,106
229,229
248,249
9,239
40,240
250,250
214,218
108,107
9,229
47,246
240,241
241,239
1,250
10,215
109,107
229,229
8,247
43,243
239,239
250,250
2,214
109,107
29,229
247,250
245,246
9,239
51,252
214,218
110,107
229,228
250,252
7,247
38,238
252,251
219,223
110,108
228,227
8,251
48,248
237,236
251,250
4,218
110,108
228,227
0,252
50,250
236,235
250,249
1,215
109,108
0,229
51,253
252,252
236,235
1,251
11,215
109,108
32,231
250,252
252,253
5,235
50,250
214,217
107,108
0,228
49,250
251,252
232,231
9,251
12,216
105,105
0,228
48,250
252,252
231,231
0,251
13,216
104,104
30,230
248,250
252,253
0,230
50,251
213,217
105,106
31,230
247,249
253,253
8,228
50,250
213,216
104,105
229,228
247,250
3,253
27,227
250,250
216,223
105,105
9,228
47,249
253,253
227,225
1,251
15,222
106,104
1,229
46,247
253,253
229,228
0,250
10,214
108,104
230,229
246,246
3,253
29,229
250,249
211,214
104,103
229,229
245,246
3,253
31,228
251,251
210,214
102,103
27,226
246,247
253,252
2,229
50,250
210,215
101,102
27,225
245,245
253,253
3,230
49,249
210,216
102,103
28,226
244,242
253,253
4,232
50,250
209,216
104,104
227,226
241,239
3,253
32,233
250,250
216,221
106,104
227,226
0,240
53,253
233,233
250,250
2,217
106,104
30,229
236,236
253,253
4,232
50,250
212,217
106,104
1,230
35,234
253,253
232,233
1,250
11,217
105,103
9,228
32,231
253,253
236,235
0,250
15,220
106,104
30,229
231,230
253,253
6,237
50,250
216,222
105,103
230,229
229,229
3,253
37,238
250,249
218,224
103,102
9,229
30,228
253,253
237,237
1,250
13,219
102,103
29,228
227,227
253,253
6,236
49,249
217,223
104,104
226,225
6,227
53,253
235,235
250,251
7,223
104,105
8,225
28,228
253,253
236,236
0,249
18,225
102,104
225,224
0,230
53,252
237,237
249,250
0,228
102,103
28,228
230,228
253,252
6,236
49,250
219,224
101,103
228,227
231,229
2,252
37,236
250,251
219,224
101,104
228,226
232,231
2,252
38,236
251,252
220,224
101,104
228,226
0,233
52,253
238,236
251,252
4,220
101,104
228,227
0,233
51,252
238,237
250,250
4,219
102,102
28,227
232,232
250,249
9,238
49,250
220,225
102,100
28,227
231,231
248,247
9,238
50,251
220,225
103,100
226,225
0,230
47,246
238,237
250,251
9,223
105,103
228,226
7,228
43,244
237,238
251,250
5,219
105,103
8,227
26,226
242,243
237,238
0,250
14,220
104,103
28,226
225,227
242,242
7,238
50,251
220,226
103,102
229,226
4,225
42,242
239,238
250,250
2,218
104,103
28,225
225,225
242,243
0,240
50,249
217,224
104,102
27,224
224,224
241,242
0,239
49,248
218,224
103,102
7,224
23,223
240,241
238,237
9,249
20,226
104,102
224,224
3,224
40,239
238,237
250,251
1,227
102,103
0,225
26,224
241,240
238,239
9,250
20,225
103,104
8,224
26,225
243,242
237,238
9,249
19,224
103,104
27,225
226,227
245,244
6,236
49,249
220,225
102,103
7,225
26,227
246,245
235,236
1,250
20,226
101,102
27,225
224,226
247,245
5,235
52,251
219,226
101,102
28,226
224,226
249,247
6,236
52,251
219,226
103,103
226,225
7,228
51,249
236,236
250,250
9,226
104,104
226,225
9,229
53,251
235,236
249,250
0,226
106,105
8,226
29,229
253,253
237,236
0,250
19,225
106,105
227,226
228,228
2,253
38,237
251,251
218,225
106,105
226,227
228,229
2,253
36,235
251,251
225,230
107,106
7,226
29,229
252,252
234,233
0,250
19,226
109,108
28,226
229,229
251,251
5,233
50,249
220,226
109,106
228,227
8,228
52,251
234,233
250,249
5,220
107,104
228,227
7,228
52,252
233,231
250,249
6,221
107,104
226,227
229,231
2,252
31,230
249,249
222,227
108,108
24,229
229,231
252,252
2,232
50,250
222,227
109,109
4,228
27,229
252,252
231,230
0,250
23,228
108,108
24,227
228,229
253,252
1,230
51,250
221,227
106,106
8,224
30,230
254,253
231,229
2,251
15,221
107,106
225,225
9,230
54,253
232,230
250,249
7,223
108,107
26,225
230,231
253,252
4,232
50,250
220,227
106,107
27,224
229,231
253,252
3,232
51,251
217,225
105,107
227,224
229,231
4,253
31,231
251,251
218,225
105,106
224,224
1,232
53,253
231,231
251,251
2,217
105,105
24,225
230,230
253,252
0,230
50,250
216,223
105,105
24,227
230,229
253,253
0,230
50,250
215,222
104,105
226,235
0,229
53,253
231,231
250,249
5,221
104,104
2,226
29,230
253,252
232,231
1,251
15,221
105,105
24,228
230,231
252,252
2,232
50,251
215,221
105,105
226,230
232,232
2,251
31,231
249,250
212,219
104,105
6,225
32,232
252,251
230,230
8,249
5,210
103,105
225,228
9,230
52,252
232,233
250,251
3,209
104,105
7,226
29,229
253,252
231,232
1,250
0,206
107,105
227,232
0,230
53,252
231,231
249,248
1,206
108,106
227,227
232,232
2,251
32,231
250,249
205,209
107,105
227,227
231,232
0,250
33,231
252,251
210,213
104,104
227,227
0,229
49,249
233,232
251,251
4,216
103,104
8,228
29,229
248,247
232,231
9,249
21,223
104,105
229,232
0,229
47,246
232,231
250,249
4,226
105,106
27,228
230,229
242,242
2,231
50,250
227,228
105,106
226,227
3,231
39,239
232,231
250,250
9,230
105,105
24,226
231,229
237,238
2,231
50,251
233,233
105,105
3,225
30,228
235,236
231,230
0,251
35,234
106,105
24,227
231,229
232,232
3,231
50,250
237,237
107,105
25,228
233,231
229,230
2,231
49,250
240,239
108,105
26,229
233,232
226,227
1,230
49,250
241,241
109,106
226,229
232,232
5,223
31,229
249,251
242,242
106,107
226,227
232,232
2,222
29,227
249,249
243,242
104,104
229,235
4,233
19,221
226,226
250,251
4,244
103,102
229,235
235,234
5,217
26,225
251,252
245,246
103,102
229,235
236,235
4,216
26,225
250,251
246,247
104,103
235,241
7,236
14,216
225,223
249,251
7,248
105,104
6,243
37,236
215,217
224,222
9,251
48,249
104,104
244,247
236,236
6,216
24,223
251,251
249,249
102,103
246,247
237,237
6,216
23,223
251,253
249,248
104,101
248,249
237,236
6,215
22,218
252,250
249,249
105,101
247,248
7,237
14,214
222,219
250,250
0,250
105,101
44,246
236,236
214,213
4,223
51,251
251,251
104,101
41,245
236,235
212,213
3,222
50,251
251,251
104,101
241,244
236,234
1,211
22,221
249,250
251,251
103,100
0,243
35,234
212,215
220,219
9,250
51,251
104,99
243,247
233,233
7,218
20,218
251,251
250,251
106,100
40,244
234,233
221,221
2,219
51,251
250,250
105,102
5,241
32,233
226,227
222,219
0,251
50,249
106,105
236,240
2,233
22,223
225,223
250,250
1,250
103,104
37,240
233,234
223,225
7,226
50,250
250,250
101,100
242,244
3,233
27,227
226,223
251,250
0,250
103,100
37,244
233,232
229,228
6,225
51,251
251,250
103,100
237,244
232,231
1,230
25,224
250,250
251,250
103,102
38,243
232,231
234,233
5,225
50,250
250,251
105,106
39,242
233,231
238,236
3,225
50,250
250,251
102,103
243,244
232,230
7,235
26,226
249,250
250,250
104,102
243,245
3,233
37,237
226,225
249,250
0,250
104,101
39,243
233,233
236,237
6,225
50,249
250,250
103,101
40,243
233,232
236,237
6,224
50,250
250,250
103,105
0,244
33,233
236,237
225,222
0,250
49,250
103,106
243,246
3,232
35,237
225,222
250,251
9,249
104,105
243,246
2,232
34,236
224,222
250,250
9,249
105,103
40,244
232,232
234,236
6,223
50,250
249,249
103,105
41,245
234,233
235,236
2,221
50,249
251,250
102,105
40,244
234,232
235,235
2,221
50,249
251,250
103,105
240,243
232,231
5,235
23,222
250,250
251,250
102,105
240,244
231,230
4,234
23,222
250,251
250,250
101,104
240,244
5,232
33,233
222,220
250,252
0,250
99,102
240,244
233,231
2,233
21,220
251,252
251,250
100,102
242,245
233,231
1,234
20,219
251,252
251,250
102,104
43,247
232,231
234,237
0,219
51,252
251,251
100,102
43,246
232,230
234,237
9,218
51,251
251,252
103,102
242,245
231,230
0,233
19,217
250,251
251,251
105,103
241,245
230,229
0,233
20,218
250,251
250,251
106,106
242,246
229,229
9,233
21,218
250,250
251,251
106,106
245,247
0,228
27,232
221,219
250,250
1,251
106,104
246,248
227,226
6,231
20,220
250,250
250,250
105,104
247,248
7,226
32,236
222,221
250,249
9,249
104,105
45,247
227,228
237,239
4,222
50,249
250,251
106,106
247,249
9,229
35,238
225,224
251,250
0,250
105,104
47,249
229,228
240,241
3,222
51,250
249,250
105,103
247,249
229,229
7,240
22,219
250,250
249,249
107,104
246,248
229,229
6,239
22,218
250,250
249,249
107,105
46,248
227,228
239,241
2,218
50,250
250,249
105,105
247,249
5,225
35,239
222,218
251,251
1,251
104,103
45,248
224,224
235,239
2,221
50,251
250,249
103,102
45,248
224,224
235,239
2,220
50,250
249,248
103,102
45,248
222,223
236,238
0,218
50,250
251,249
100,99
6,249
23,224
235,236
219,217
0,250
49,248
100,99
0,251
23,223
236,237
216,211
1,250
49,251
102,102
250,250
221,221
6,238
15,211
249,249
251,252
104,104
49,250
219,220
238,239
5,211
48,249
250,251
104,104
249,250
219,220
4,236
14,210
249,250
250,251
104,103
49,250
220,221
234,235
2,208
50,251
250,251
103,102
51,252
222,221
234,236
8,206
50,251
250,250
103,102
50,251
222,221
234,233
1,208
50,249
250,250
104,102
50,251
224,224
231,231
0,206
50,249
251,251
104,102
251,252
6,227
30,229
205,203
249,249
1,251
104,102
251,252
6,227
29,230
205,203
250,250
1,251
101,100
252,253
227,224
9,229
2,202
250,251
250,250
98,98
52,252
229,227
228,229
3,203
51,251
251,251
98,98
1,251
28,228
227,229
204,205
1,251
51,251
99,99
250,251
226,227
9,230
4,203
251,251
250,250
103,100
8,249
26,227
228,228
203,204
1,251
49,250
103,99
50,252
228,228
230,232
3,204
51,251
250,250
101,100
251,252
229,228
9,230
4,205
251,251
250,251
98,98
0,251
28,228
230,231
205,206
1,251
51,251
98,95
252,251
228,229
1,232
4,205
251,251
251,250
99,97
253,253
6,228
32,233
203,204
251,251
0,250
101,101
51,252
227,227
231,232
3,201
51,251
249,250
102,101
51,252
228,229
233,234
9,199
51,251
250,250
105,102
50,251
230,230
233,233
1,201
51,251
250,250
102,100
1,251
27,229
233,233
204,200
1,251
50,251
101,100
250,251
227,229
4,234
7,203
251,250
250,251
103,101
251,251
5,226
33,233
203,200
250,250
9,249
102,101
250,249
226,227
2,231
3,201
249,250
249,250
99,100
249,252
9,229
30,231
203,204
250,251
1,251
99,99
0,252
30,229
231,232
205,207
0,251
51,250
102,101
51,253
230,229
231,231
4,206
50,251
250,250
100,99
252,251
228,228
9,228
5,207
251,251
249,250
97,98
252,251
7,225
31,230
204,206
251,251
9,249
96,98
252,251
224,222
2,232
5,205
251,251
249,249
97,99
52,251
224,221
233,233
5,205
51,251
250,250
98,100
2,251
23,220
232,233
205,205
1,251
50,250
100,100
250,252
226,222
1,230
4,205
251,251
251,250
101,100
250,252
226,222
1,231
5,205
251,251
251,250
100,99
251,250
223,224
2,231
5,206
251,251
250,250
98,98
50,251
225,226
230,231
3,206
50,250
251,251
98,97
251,250
5,226
30,231
206,207
250,250
1,251
97,97
1,252
25,226
228,229
208,208
0,250
51,251
97,97
252,252
225,225
7,227
7,209
250,250
251,251
98,99
52,252
225,225
228,228
7,208
50,250
251,251
99,99
251,250
225,226
8,228
8,207
250,250
251,250
100,98
2,251
25,225
228,228
208,208
0,250
50,251
101,98
1,250
25,225
230,224
210,210
0,249
51,249
101,99
250,252
225,222
1,231
8,207
250,250
250,251
99,98
0,251
25,223
230,228
206,207
1,251
51,251
96,96
1,250
28,225
231,230
208,207
1,251
51,251
95,96
1,251
24,223
230,230
208,210
1,250
51,250
96,98
52,252
227,227
226,226
0,211
50,251
250,249
99,99
250,251
6,229
28,227
208,209
251,250
1,251
100,100
1,250
25,226
231,229
209,208
0,250
50,250
100,100
0,252
25,225
234,231
206,210
0,249
50,250
99,99
252,252
5,227
34,232
208,210
249,249
0,250
96,96
252,252
227,231
4,232
8,209
249,250
250,250
95,95
1,252
26,229
233,231
209,209
0,251
51,251
96,94
251,252
225,228
5,233
10,210
250,250
250,250
95,94
1,252
24,228
233,231
208,209
9,249
49,249
95,95
252,252
4,225
35,233
207,208
249,249
9,249
96,96
252,252
225,224
8,236
7,207
248,248
250,250
96,96
52,253
224,223
237,235
7,206
47,247
251,252
98,99
1,250
26,224
239,237
206,207
9,237
51,250
100,101
51,251
227,226
237,235
7,208
33,232
250,249
95,97
2,251
29,229
235,233
208,208
0,228
50,249
96,98
252,251
229,229
7,235
7,207
221,216
250,250
100,101
251,251
227,226
5,233
7,208
212,207
249,249
98,99
252,252
5,224
34,233
208,209
198,194
9,250
96,99
50,252
226,225
234,232
7,208
0,195
250,251
97,100
9,249
28,228
235,232
8,209
95,197
250,251
97,99
0,250
26,225
234,235
0,210
90,191
251,251
96,97
250,250
226,226
36,235
211,212
186,188
1,250
95,96
50,249
226,223
4,233
11,209
194,195
249,250
95,96
251,250
3,223
36,234
213,210
192,194
1,249
95,96
251,252
219,220
236,234
213,210
1,191
51,249
95,96
251,252
7,217
35,235
210,211
188,185
9,250
97,95
250,250
216,214
7,236
10,211
180,179
251,251
98,95
250,250
6,215
4,235
10,212
171,168
250,250
98,97
51,251
207,205
236,235
0,211
61,161
250,249
100,97
250,251
4,203
34,235
209,209
149,151
9,250
101,96
250,251
0,198
236,237
0,210
42,144
251,251
98,95
251,250
197,199
236,237
0,209
37,135
252,252
97,97
251,250
199,200
235,236
9,208
38,137
251,251
98,99
51,251
203,201
4,235
6,206
137,135
251,251
100,100
50,249
206,206
234,234
5,206
32,126
251,251
101,100
248,248
9,209
234,233
2,213
20,111
250,250
98,99
249,249
5,215
235,233
212,215
4,139
50,249
99,100
249,249
8,216
234,235
220,219
5,140
50,249
100,101
248,249
0,219
231,235
3,224
144,140
249,250
101,101
49,248
223,221
33,233
212,215
106,110
250,251
99,100
50,248
224,221
32,233
213,220
104,105
50,251
96,99
248,248
221,219
1,232
22,227
96,99
251,251
96,99
49,248
221,220
230,232
9,233
6,100
50,251
98,101
249,249
224,224
232,231
228,227
5,122
251,251
96,96
248,249
223,220
1,227
21,227
128,128
49,251
95,96
249,248
224,222
230,228
7,226
130,129
1,250
95,97
249,248
222,222
7,225
29,228
6,122
251,251
97,98
50,249
224,224
223,222
9,229
2,113
50,250
98,97
249,249
4,224
23,222
229,227
8,104
250,250
95,95
49,248
222,223
222,222
9,229
1,102
50,250
92,94
247,248
20,221
221,221
227,224
92,92
250,251
92,94
47,249
1,222
19,219
215,211
3,89
251,249
95,93
247,249
5,225
22,221
203,200
110,122
250,249
94,93
47,248
225,225
220,220
5,194
2,106
250,251
90,91
47,247
26,226
216,217
199,205
109,116
0,250
90,91
248,248
226,225
2,214
11,215
5,112
50,250
95,95
9,248
225,226
216,217
1,225
128,132
250,249
97,97
50,249
226,226
6,218
28,233
27,130
250,250
95,96
50,249
27,225
220,220
236,235
0,129
49,249
95,97
48,247
226,227
223,223
2,246
129,134
249,248
98,96
49,248
7,229
22,221
251,252
138,139
0,250
98,95
9,248
8,228
24,222
253,253
40,142
250,250
98,100
249,249
227,225
222,223
2,252
42,144
249,248
97,102
249,248
24,226
227,226
252,252
35,139
249,248
94,95
49,249
225,225
232,229
2,252
130,133
0,249
98,93
8,247
225,226
229,230
3,253
128,131
97,94
8,247
24,225
4,235
53,253
27,135
97,95
248,246
26,227
31,236
252,252
161,162
97,90
8,248
226,227
237,238
3,253
9,155
91,90
249,249
226,226
37,236
252,253
2,142
92,95
9,249
225,226
29,231
251,251
50,163
93,94
248,249
226,226
229,230
1,251
186,198
93,93
248,248
224,225
228,229
251,251
190,211
94,95
47,248
225,225
228,229
251,251
32,237
94,95
248,248
4,226
24,223
250,249
7,251
95,95
246,247
228,229
4,225
49,248
251,249
94,95
47,247
6,227
4,226
48,246
2,251
95,95
248,248
225,226
7,224
46,245
249,250
94,94
248,247
228,226
212,205
7,247
250,250
93,94
7,247
228,228
204,207
7,248
250,250
94,95
247,246
225,229
11,209
252,252
51,251
94,95
247,247
224,227
0,208
50,250
250,250
92,94
246,245
227,228
4,204
247,247
51,251
93,94
47,246
227,229
205,208
238,236
1,251
94,94
7,247
4,227
210,215
5,234
249,249
91,92
46,245
227,229
216,219
223,226
9,249
91,91
5,245
224,226
213,217
6,213
0,250
91,91
245,247
23,225
212,216
8,207
249,249
92,92
6,247
26,227
14,217
190,193
9,250
97,96
246,246
224,228
0,213
63,164
250,250
101,100
46,246
2,222
0,212
46,146
0,250
101,100
47,247
4,223
3,213
40,140
249,249
101,98
46,247
224,224
3,217
39,144
250,250
99,101
246,247
21,221
217,219
2,136
50,250
97,98
47,246
220,221
221,224
6,126
0,250
94,95
7,247
7,219
4,226
12,115
250,250
92,96
247,246
18,220
235,235
2,124
249,249
94,94
7,247
218,217
35,234
24,131
251,251
95,92
47,246
216,217
234,235
129,137
1,251
93,95
246,246
218,218
232,227
118,123
1,251
93,94
244,245
6,217
1,229
12,112
51,251
95,95
5,243
17,218
225,222
25,123
251,251
97,96
41,229
217,218
219,217
145,136
251,251
95,95
39,228
216,217
16,215
169,159
51,251
91,94
9,227
216,217
215,217
178,168
51,251
89,92
238,226
15,217
16,215
203,198
1,251
88,92
3,237
214,216
214,211
3,212
251,251
90,92
3,235
213,215
2,207
16,217
251,251
92,95
243,236
0,211
215,211
218,218
0,250
94,94
7,223
212,213
7,224
19,221
249,249
93,95
24,209
12,213
23,216
220,219
9,250
90,93
9,195
15,214
222,223
218,219
49,249
90,89
9,196
209,209
4,221
12,212
9,249
92,92
198,191
2,214
23,217
208,210
49,250
94,94
9,201
214,214
19,219
209,209
249,250
93,91
212,204
216,215
223,219
205,205
9,249
90,90
210,200
7,215
224,223
8,200
0,249
93,92
207,199
9,218
224,225
190,192
249,249
95,93
6,198
220,220
227,225
171,175
249,248
94,93
8,199
9,219
229,228
161,161
249,250
92,92
206,218
219,218
227,227
1,152
251,251
93,93
9,222
19,217
228,227
6,146
9,250
93,94
223,227
9,217
9,227
43,143
8,250
91,93
3,239
221,221
27,227
144,142
250,249
92,90
247,244
26,224
8,228
43,141
0,250
93,91
247,247
225,226
20,221
145,143
249,251
92,92
247,247
227,227
19,220
144,142
242,252
89,91
4,245
19,219
10,209
144,145
224,230
88,86
3,244
0,219
8,208
144,144
99,204
88,86
243,244
21,220
208,207
3,143
1,185
89,88
244,243
22,220
9,225
40,138
151,150
91,87
5,244
2,221
232,228
3,138
155,152
93,91
245,244
224,221
235,235
132,131
118,136
93,91
244,246
224,220
234,233
133,132
99,107
0,0
92,91
244,244
222,223
235,233
130,131
98,100
248,0
92,92
244,244
222,220
26,226
124,127
113,107
248,248
90,91
244,244
221,218
216,217
5,126
116,112
47,247
88,89
244,244
216,216
0,205
26,127
15,112
8,248
86,87
246,245
17,215
171,181
125,125
107,111
250,249
86,87
6,245
5,217
78,183
127,129
121,120
248,248
89,89
245,246
5,219
79,182
131,133
6,124
49,249
89,90
245,245
214,216
188,190
5,136
119,113
9,248
91,92
245,244
12,213
177,184
144,146
118,120
0,0
89,90
46,245
211,212
5,175
46,149
130,129
9,249
85,86
247,246
208,209
145,154
143,149
50,149
249,249
85,86
46,245
3,205
132,141
145,151
